n,physical_error_rate,logical_error_rate
3,0.001,0.3231146535867566
3,0.006,0.3811074918566775
3,0.004,0.38357705286839144
3,0.003,0.3512593601089176
3,0.002,0.34718498659517427
3,0.005,0.38834586466165416
3,0.008,0.4153598713309208
3,0.009000000000000001,0.40923566878980894
3,0.007,0.3981774960380349
3,0.011,0.4214703425229741
3,0.010000000000000002,0.428087986463621
3,0.013000000000000001,0.4194312796208531
3,0.014000000000000002,0.4334485738980121
3,0.012,0.4445904511607534
3,0.015,0.46605080831408774
3,0.016,0.4579139981701738
3,0.017,0.4638949671772429
3,0.018000000000000002,0.46126447016918964
3,0.019000000000000003,0.4738208567719602
3,0.02,0.4755213055303717
3,0.021,0.4620938628158845
3,0.022000000000000002,0.4652193176783341
3,0.023,0.46369485294117646
3,0.024,0.4583516967827237
3,0.025,0.4752520623281393
3,0.026000000000000002,0.49091755938518866
3,0.027000000000000003,0.490952380952381
3,0.028,0.4859681945743686
3,0.029,0.4970845481049563
5,0.003,0.3946540880503145
5,0.002,0.3713343108504399
5,0.004,0.399284862932062
5,0.001,0.37690875232774673
5,0.005,0.4134377576257213
5,0.008,0.45108455068614434
5,0.006,0.425273390036452
5,0.009000000000000001,0.45485375158965663
5,0.007,0.42887563884156726
5,0.010000000000000002,0.46258802816901406
5,0.012,0.4618937644341801
5,0.013000000000000001,0.45663956639566394
5,0.014000000000000002,0.46771946121690666
5,0.015,0.47840531561461797
5,0.011,0.4592490842490842
5,0.016,0.4907451352634077
5,0.018000000000000002,0.5012493753123438
5,0.017,0.488530990727184
5,0.02,0.4992700729927007
5,0.021,0.5049701789264414
5,0.019000000000000003,0.4902818270165209
5,0.022000000000000002,0.5028873917228104
5,0.023,0.501454898157129
5,0.024,0.47893772893772896
5,0.025,0.48665696263949537
5,0.026000000000000002,0.4918109499298081
5,0.027000000000000003,0.5178479048111744
5,0.028,0.49853515625
5,0.029,0.48200093501636276
7,0.001,0.4330153463293239
7,0.002,0.423494983277592
7,0.003,0.41944787803873096
7,0.007,0.4617087206728641
7,0.008,0.4637421665174575
7,0.004,0.4312896405919662
7,0.005,0.45621716287215414
7,0.006,0.44517833553500663
7,0.009000000000000001,0.45998201438848924
7,0.011,0.4896185417672622
7,0.010000000000000002,0.47538677918424754
7,0.013000000000000001,0.49107142857142855
7,0.012,0.4982750123213406
7,0.014000000000000002,0.4903660886319846
7,0.015,0.5070888468809074
7,0.016,0.5158811475409836
7,0.017,0.48293357933579334
7,0.018000000000000002,0.5009746588693957
7,0.019000000000000003,0.495304003954523
7,0.021,0.48539971278123506
7,0.02,0.5080808080808081
7,0.023,0.48534798534798534
7,0.022000000000000002,0.5220550077841204
7,0.024,0.5201863354037267
7,0.025,0.5145290581162325
7,0.026000000000000002,0.49975857073877356
7,0.027000000000000003,0.49556650246305417
7,0.028,0.4980952380952381
7,0.029,0.5111884634510194
9,0.002,0.4613259668508287
9,0.003,0.4601449275362319
9,0.001,0.4419525065963061
9,0.005,0.47477604903347476
9,0.004,0.4540954095409541
9,0.007,0.4718735471873547
9,0.006,0.4814475492441594
9,0.008,0.4807330827067669
9,0.009000000000000001,0.4876190476190476
9,0.010000000000000002,0.4997576345128454
9,0.011,0.48409728718428435
9,0.012,0.5127811860940695
9,0.013000000000000001,0.4900095147478592
9,0.014000000000000002,0.4900095147478592
9,0.015,0.48604651162790696
9,0.016,0.48618516723218613
9,0.017,0.49292452830188677
9,0.019000000000000003,0.48161764705882354
9,0.018000000000000002,0.5188825659596482
9,0.02,0.5105953582240161
9,0.021,0.4943599803825405
9,0.022000000000000002,0.5107661492238358
9,0.023,0.5086206896551724
9,0.024,0.5002275830678198
9,0.025,0.4977689638076351
9,0.026000000000000002,0.5035246727089627
9,0.027000000000000003,0.4749763928234183
9,0.028,0.49975857073877356
9,0.029,0.5058365758754864
