n,physical_error_rate,logical_error_rate
3,0.003,0.49535815498876185
3,0.002,0.4869060089515284
3,0.008,0.49162876221813606
3,0.007,0.49272389881824397
3,0.006,0.4839047619047619
3,0.004,0.4848719937936385
3,0.005,0.49830711013742285
3,0.009000000000000001,0.4929036073329391
3,0.001,0.4918528636940189
3,0.010000000000000002,0.49209756097560975
3,0.011,0.4925749781617005
3,0.012,0.49243237965042475
3,0.013000000000000001,0.49211634511801
3,0.014000000000000002,0.4921259842519685
3,0.015,0.5044372730939896
3,0.016,0.4949534929744706
3,0.018000000000000002,0.4929136936760825
3,0.017,0.49514751552795033
3,0.019000000000000003,0.49575982064528706
3,0.021,0.5008802816901409
3,0.02,0.5024625784645099
3,0.022000000000000002,0.5016025641025641
3,0.023,0.49629336759909065
3,0.024,0.49682213747922166
3,0.025,0.5020155343624029
3,0.026000000000000002,0.492816374729384
3,0.027000000000000003,0.4993649242794333
3,0.028,0.505881170202071
3,0.029,0.49748840803709427
5,0.003,0.5034756703078451
5,0.001,0.5046953046953047
5,0.004,0.500800961153384
5,0.002,0.501954103617597
5,0.006,0.4935279805352798
5,0.005,0.49669657824672125
5,0.008,0.490448343079922
5,0.007,0.49247372905424597
5,0.009000000000000001,0.5017907269383409
5,0.010000000000000002,0.5045
5,0.011,0.5039290751561556
5,0.013000000000000001,0.498207171314741
5,0.012,0.49315338390306374
5,0.014000000000000002,0.4994074659292909
5,0.016,0.5014542172299669
5,0.015,0.500446207238473
5,0.017,0.5032490252924122
5,0.018000000000000002,0.5066546582607826
5,0.019000000000000003,0.4976976584696777
5,0.02,0.4994008388256441
5,0.021,0.4960606657474887
5,0.022000000000000002,0.49713212025316456
5,0.023,0.49564011097899324
5,0.024,0.4974209245742092
5,0.025,0.500847204226054
5,0.026000000000000002,0.5011512663930323
5,0.028,0.4944219567578241
5,0.027000000000000003,0.5004488778054863
5,0.029,0.5019060995184591
7,0.001,0.5054435483870968
7,0.005,0.49870362983645794
7,0.003,0.5082281675921252
7,0.008,0.4951083828889315
7,0.007,0.5041226113105054
7,0.004,0.5036597428288823
7,0.002,0.5014530514079567
7,0.009000000000000001,0.5079381130549095
7,0.006,0.4983564100009961
7,0.010000000000000002,0.49595101718348805
7,0.011,0.4915615906886518
7,0.012,0.5036228287841191
7,0.013000000000000001,0.5028571428571429
7,0.014000000000000002,0.509881825590872
7,0.015,0.48664300392303383
7,0.016,0.4983664983664984
7,0.017,0.5014239418638908
7,0.018000000000000002,0.49174825174825176
7,0.019000000000000003,0.5038836885082653
7,0.02,0.5044372730939896
7,0.021,0.4957757296466974
7,0.022000000000000002,0.4948725461470847
7,0.023,0.49724664283644093
7,0.024,0.5014964086193137
7,0.025,0.48871014633200893
7,0.026000000000000002,0.49980503022031586
7,0.027000000000000003,0.5071837636893399
7,0.028,0.49882743795192497
7,0.029,0.5010960542048625
