n,physical_error_rate,logical_error_rate
3,0.002,0.00104
3,0.001,0.00027
3,0.003,0.0022
3,0.008,0.019560691981910846
3,0.004,0.00465
3,0.006,0.010240740740740741
3,0.007,0.01387257980829624
3,0.009000000000000001,0.025643574197395887
3,0.005,0.006512291626127003
3,0.010000000000000002,0.03233333333333333
3,0.011,0.037910577340471714
3,0.012,0.04412399620067352
3,0.013000000000000001,0.05273050015662525
3,0.014000000000000002,0.06317508163777945
3,0.015,0.06572097865694951
3,0.016,0.0834570344713838
3,0.017,0.09012131715771231
3,0.018000000000000002,0.08932390195755881
3,0.019000000000000003,0.10612074368080217
3,0.02,0.12390029325513197
3,0.021,0.12551994127722046
3,0.022000000000000002,0.14339622641509434
3,0.023,0.15833333333333333
3,0.024,0.15507692307692308
3,0.025,0.1598755832037325
3,0.027000000000000003,0.20386100386100386
3,0.026000000000000002,0.18330903790087463
3,0.028,0.2014809041309431
3,0.029,0.21625
5,0.003,0.00031
5,0.004,0.00109
5,0.002,6e-05
5,0.005,0.00296
5,0.007,0.010246679316888045
5,0.006,0.005900797186129655
5,0.008,0.017959386891425726
5,0.009000000000000001,0.026486756621689155
5,0.001,2e-05
5,0.010000000000000002,0.04093346423986104
5,0.011,0.047197914727238874
5,0.012,0.06545064377682404
5,0.013000000000000001,0.08731878020329945
5,0.015,0.11967448539971279
5,0.014000000000000002,0.10723296888141295
5,0.017,0.15725047080979285
5,0.016,0.15110356536502548
5,0.018000000000000002,0.17493925720236028
5,0.019000000000000003,0.2125984251968504
5,0.02,0.22344322344322345
5,0.021,0.25545962417470797
5,0.022000000000000002,0.289044289044289
5,0.023,0.30441640378548895
5,0.024,0.3091988130563798
5,0.025,0.3234567901234568
5,0.026000000000000002,0.3578571428571429
5,0.027000000000000003,0.36141108711303094
5,0.029,0.39320029563932
5,0.028,0.36265320836337417
7,0.001,0
7,0.002,1e-05
7,0.006,0.00342
7,0.007,0.008419793787775947
7,0.004,0.00034
7,0.008,0.017492525920742956
7,0.005,0.00121
7,0.003,3e-05
7,0.009000000000000001,0.030260848514192338
7,0.010000000000000002,0.04621344894382437
7,0.011,0.0698223209328151
7,0.012,0.09285455204932898
7,0.013000000000000001,0.13051643192488263
7,0.014000000000000002,0.1593939393939394
7,0.016,0.22567457072771874
7,0.015,0.19158699808795412
7,0.017,0.2608267716535433
7,0.018000000000000002,0.29260089686098656
7,0.019000000000000003,0.3309134906231095
7,0.02,0.3428377460964019
7,0.021,0.3845070422535211
7,0.022000000000000002,0.3819444444444444
7,0.023,0.4349959116925593
7,0.024,0.44916666666666666
7,0.025,0.44168096054888506
7,0.026000000000000002,0.4721254355400697
7,0.027000000000000003,0.4782608695652174
7,0.028,0.4931640625
7,0.029,0.47194112235510577
